,录取批次,科类代码,科类名称,院校代码,院校名称,录取人数,最高分
1364,一本,1,文史,3405,安徽农业大学,2,570
1365,一本,1,文史,3408,安徽师范大学,13,597
1366,一本,1,文史,3501,厦门大学,19,658
1367,一本,1,文史,3507,福建师范大学,25,609
1368,一本,1,文史,35A0,厦门大学(马来西亚分校),4,604
1369,一本,1,文史,3608,江西中医药大学,3,580
1370,一本,1,文史,3610,江西师范大学,43,605
1371,一本,1,文史,3701,山东大学,20,639
1372,一本,1,文史,3702,中国海洋大学,13,632
1373,一本,1,文史,3710,山东农业大学,2,577
1374,一本,1,文史,3723,山东财经大学,50,595
1375,一本,1,文史,3741,山东大学威海分校,12,628
1376,一本,1,文史,3775,中国海洋大学(中外合作办学专业),4,614
1377,一本,1,文史,37A0,山东科技大学,8,593
1378,一本,1,文史,4102,郑州大学,27,626
1379,一本,1,文史,4202,华中科技大学,11,647
1380,一本,1,文史,4203,武汉科技大学,13,595
1381,一本,1,文史,4206,中国地质大学(武汉),11,617
1382,一本,1,文史,4209,武汉理工大学,13,618
1383,一本,1,文史,4211,华中农业大学,14,617
1384,一本,1,文史,4214,湖北大学,26,603
1385,一本,1,文史,4301,湘潭大学,45,607
1386,一本,1,文史,4303,湖南大学,9,645
1387,一本,1,文史,4304,中南大学,13,642
1388,一本,1,文史,4305,湖南科技大学,15,589
1389,一本,1,文史,4306,长沙理工大学,8,597
1390,一本,1,文史,4320,南华大学,7,583
1391,一本,1,文史,4401,中山大学,32,666
1392,一本,1,文史,4411,中山大学(民族班),4,647
1393,一本,1,文史,4415,深圳大学,15,625
1394,一本,1,文史,4429,南方医科大学,7,612
1395,一本,1,文史,4442,北京师范大学-香港浸会大学联合国际学院,11,593
1396,一本,1,文史,4443,广州大学,13,602
1397,一本,1,文史,4602,海南大学,37,612
1398,一本,1,文史,4622,海南大学(中外合作办学专业),3,569
1399,一本,1,文史,5011,西南政法大学,33,641
1400,一本,1,文史,5015,重庆工商大学,22,612
1401,一本,1,文史,50A1,西南政法大学(中外合作办学专业),5,624
1402,一本,1,文史,5102,西南交通大学,5,625
1403,一本,1,文史,5105,成都理工大学,15,605
1404,一本,1,文史,5107,成都信息工程大学,12,579
1405,一本,1,文史,5109,西华大学,10,584
1406,一本,1,文史,5124,西南财经大学,31,647
1407,一本,1,文史,51B0,西南交通大学(峨眉校区),6,611
1408,一本,1,文史,51C1,成都理工大学(宜宾),3,580
1409,一本,1,文史,5201,贵州大学,7,603
1410,一本,1,文史,5306,大理大学,10,570
1411,一本,1,文史,6101,西北大学,18,620
1412,一本,1,文史,6103,西北工业大学,3,626
1413,一本,1,文史,6112,长安大学,9,612
1414,一本,1,文史,6113,西北农林科技大学,9,618
1415,一本,1,文史,6122,西北政法大学,34,623
1416,一本,1,文史,6201,兰州大学,16,629
1417,一本,1,文史,6227,兰州大学(民族班),2,618
1418,一本,1,文史,6501,新疆大学,14,592
1419,一本,5,理工,1105,北京工业大学,16,634
1420,一本,5,理工,1108,北京科技大学,54,653
1421,一本,5,理工,1110,北京化工大学,52,639
1422,一本,5,理工,1111,北京工商大学,26,603
1423,一本,5,理工,1115,北京建筑大学,13,618
1424,一本,5,理工,1117,中国农业大学,64,655
1425,一本,5,理工,1120,北京中医药大学,43,690
1426,一本,5,理工,1124,北京语言大学,19,635
1427,一本,5,理工,1126,中央财经大学,47,677
1428,一本,5,理工,1127,对外经济贸易大学,21,683
1429,一本,5,理工,1129,首都经济贸易大学,12,629
1430,一本,5,理工,1133,北京体育大学,17,609
1431,一本,5,理工,1140,中央民族大学,56,655
1432,一本,5,理工,1141,中国政法大学,21,684
1433,一本,5,理工,1142,华北电力大学(北京),79,658
1434,一本,5,理工,1143,北京信息科技大学,37,600
1435,一本,5,理工,1147,中国地质大学(北京),27,617
1436,一本,5,理工,1160,北京大学医学部,28,713
1437,一本,5,理工,1162,北京外国语大学,10,657
1438,一本,5,理工,1174,中国矿业大学(北京),24,618
1439,一本,5,理工,1181,北京邮电大学(宏福校区),19,649
1440,一本,5,理工,1186,中国科学院大学,21,708
1441,一本,5,理工,1189,北京理工大学(民族班),22,665
1442,一本,5,理工,1190,北京语言大学(民族班),1,554
1443,一本,5,理工,1192,北京理工大学(中外合作办学专业),6,650
1444,一本,5,理工,1201,南开大学,47,690
1445,一本,5,理工,1210,天津师范大学,19,612
1446,一本,5,理工,1212,天津外国语大学,22,597
1447,一本,5,理工,1254,中国民航大学(定向专业),10,619
1448,一本,5,理工,1265,天津外国语大学(中外合作办学专业),2,549
1449,一本,5,理工,1312,河北师范大学,18,578
1450,一本,5,理工,1349,东北大学秦皇岛分校,39,626
1451,一本,5,理工,1350,河北师范大学(软件工程专业),5,553
1452,一本,5,理工,1402,中北大学,124,584
1453,一本,5,理工,1403,太原理工大学,43,613
1454,一本,5,理工,1405,山西医科大学,15,617
1455,一本,5,理工,1434,山西大学,18,597
1456,一本,5,理工,2102,大连理工大学,74,650
1457,一本,5,理工,2106,东北大学,87,642
1458,一本,5,理工,2112,大连海事大学,57,615
1459,一本,5,理工,2204,东北电力大学,18,619
1460,一本,5,理工,2302,哈尔滨工业大学,42,685
1461,一本,5,理工,2309,东北林业大学,68,600
1462,一本,5,理工,3101,复旦大学,5,711
1463,一本,5,理工,3102,同济大学,71,692
1464,一本,5,理工,3104,华东理工大学,40,650
1465,一本,5,理工,3107,东华大学,42,637
1466,一本,5,理工,3108,上海电力大学(原上海电力学院更名),41,609
1467,一本,5,理工,3109,上海应用技术大学,69,589
1468,一本,5,理工,3113,华东师范大学,22,674
1469,一本,5,理工,3114,上海外国语大学,13,670
1470,一本,5,理工,3118,华东政法大学,35,665
1471,一本,5,理工,3122,上海大学,93,674
1472,一本,5,理工,3146,上海对外经贸大学(中外合作办学专业),8,609
1473,一本,5,理工,3172,上海师范大学(中外合作办学专业),9,562
1474,一本,5,理工,3173,华东理工大学(民族班),2,629
1475,一本,5,理工,3175,同济大学(中外合作办学专业),7,673
1476,一本,5,理工,3203,东南大学,52,679
1477,一本,5,理工,3206,江苏科技大学,63,573
1478,一本,5,理工,3208,南京工业大学,129,606
1479,一本,5,理工,3211,江南大学,12,622
1480,一本,5,理工,3230,中国人民大学(苏州校区),1,637
1481,一本,5,理工,3261,常州大学,3,550
1482,一本,5,理工,32G1,南京信息工程大学(定向专业),2,610
1483,一本,5,理工,3301,浙江大学,25,704
1484,一本,5,理工,3304,浙江理工大学,21,610
1485,一本,5,理工,3311,浙江工商大学,27,609
1486,一本,5,理工,3338,浙江财经大学,14,614
1487,一本,5,理工,3372,浙江大学(民族班),5,686
1488,一本,5,理工,33A6,浙江财经大学(中外合作办学),3,576
1489,一本,5,理工,3401,安徽大学,17,619
1490,一本,5,理工,3402,中国科学技术大学,11,702
1491,一本,5,理工,3602,华东交通大学,16,599
1492,一本,5,理工,3608,江西中医药大学,11,605
1493,一本,5,理工,3609,赣南医学院,10,586
1494,一本,5,理工,3701,山东大学,76,669
1495,一本,5,理工,3702,中国海洋大学,50,648
1496,一本,5,理工,3743,哈尔滨工业大学(威海),33,652
1497,一本,5,理工,3775,中国海洋大学(中外合作办学专业),12,619
1498,一本,5,理工,4102,郑州大学,87,652
1499,一本,5,理工,4201,武汉大学,59,689
1500,一本,5,理工,4202,华中科技大学,87,692
1501,一本,5,理工,4206,中国地质大学(武汉),88,624
1502,一本,5,理工,4210,湖北工业大学,52,577
1503,一本,5,理工,4236,华中科技大学(民族班),9,664
1504,一本,5,理工,4301,湘潭大学,75,596
1505,一本,5,理工,4307,湖南农业大学,10,559
1506,一本,5,理工,4404,华南农业大学,85,614
1507,一本,5,理工,4407,华南师范大学,16,641
1508,一本,5,理工,4411,中山大学(民族班),4,656
1509,一本,5,理工,4425,广东外语外贸大学,17,624
1510,一本,5,理工,4429,南方医科大学,20,676
1511,一本,5,理工,4435,哈尔滨工业大学(深圳),42,689
1512,一本,5,理工,4443,广州大学,13,589
1513,一本,5,理工,4627,海南大学(软件工程专业),5,583
1514,一本,5,理工,5015,重庆工商大学,31,598
1515,一本,5,理工,5036,重庆大学(民族班),17,642
1516,一本,5,理工,50A1,西南政法大学(中外合作办学专业),3,628
1517,一本,5,理工,5102,西南交通大学,87,639
1518,一本,5,理工,5103,电子科技大学,88,673
1519,一本,5,理工,5111,四川农业大学,116,596
1520,一本,5,理工,5124,西南财经大学,50,664
1521,一本,5,理工,5203,遵义医科大学(原遵义医学院更名),39,629
1522,一本,5,理工,5306,大理大学,10,571
1523,一本,5,理工,6102,西安交通大学,26,685
1524,一本,5,理工,6103,西北工业大学,38,671
1525,一本,5,理工,6104,西安理工大学,34,590
1526,一本,5,理工,6105,西安电子科技大学,88,659
1527,一本,5,理工,6106,西安工业大学,10,555
1528,一本,5,理工,6109,西安石油大学,6,553
1529,一本,5,理工,6110,陕西科技大学,29,568
1530,一本,5,理工,6112,长安大学,85,624
1531,一本,5,理工,6113,西北农林科技大学,82,622
1532,一本,5,理工,6130,西安邮电大学,17,600
1533,一本,5,理工,6201,兰州大学,41,656
1534,一本,5,理工,6202,兰州理工大学,33,559
1535,一本,5,理工,6208,西北民族大学,5,578
1536,一本,5,理工,6227,兰州大学(民族班),4,634
1537,一本,5,理工,6229,兰州大学(护理学专业),2,599
1538,一本,5,理工,6401,宁夏大学,18,591
1539,一本,5,理工,6402,宁夏医科大学,10,603
1540,一本,5,理工,9120,海军军医大学,22,669
1541,一本,1,文史,1103,清华大学,3,697
1542,一本,1,文史,1123,北京第二外国语学院,8,616
1543,一本,1,文史,1129,首都经济贸易大学,8,625
1544,一本,1,文史,1209,天津中医药大学,1,569
1545,一本,1,文史,21A2,东北财经大学(中外合作办学专业),14,597
1546,一本,1,文史,2210,东北师范大学,9,633
1547,一本,1,文史,3101,复旦大学,8,684
1548,一本,1,文史,3128,上海政法学院,50,620
1549,一本,1,文史,3216,中国药科大学,3,618
1550,一本,1,文史,3225,南京审计大学,33,629
1551,一本,1,文史,3503,福州大学,14,619
1552,一本,1,文史,3601,南昌大学,22,620
1553,一本,1,文史,4111,河南大学,23,607
1554,一本,1,文史,4201,武汉大学,19,665
1555,一本,1,文史,4402,暨南大学,25,632
1556,一本,1,文史,4407,华南师范大学,17,627
1557,一本,1,文史,5005,西南大学,58,633
1558,一本,1,文史,5018,西南大学(中外合作办学),4,618
1559,一本,1,文史,5049,西南大学(荣昌校区),17,598
1560,一本,1,文史,5106,西南科技大学,22,589
1561,一本,1,文史,6121,西安外国语大学,15,617
1562,一本,5,理工,1101,北京大学,10,724
1563,一本,5,理工,1102,中国人民大学,30,703
1564,一本,5,理工,1103,清华大学,27,729
1565,一本,5,理工,1106,北京航空航天大学,45,691
1566,一本,5,理工,1107,北京理工大学,89,690
1567,一本,5,理工,1109,北方工业大学,25,595
1568,一本,5,理工,1113,北京邮电大学,48,672
1569,一本,5,理工,1114,北京印刷学院,3,553
1570,一本,5,理工,1122,首都师范大学,7,635
1571,一本,5,理工,1135,北京交通大学(民族班),7,640
1572,一本,5,理工,1145,北京航空航天大学(民族班),7,682
1573,一本,5,理工,1415,山西中医药大学,2,603
1574,一本,5,理工,2196,大连理工大学(盘锦校区),14,624
1575,一本,5,理工,2201,吉林大学,36,656
1576,一本,5,理工,3105,上海理工大学,143,623
1577,一本,5,理工,3106,上海海事大学,71,613
1578,一本,5,理工,3111,上海海洋大学,42,592
1579,一本,5,理工,3125,上海立信会计金融学院,15,624
1580,一本,5,理工,3158,上海交通大学医学院,6,708
1581,一本,5,理工,3166,复旦大学医学院,8,702
1582,一本,5,理工,3169,上海海洋大学(中外合作办学专业),6,581
1583,一本,5,理工,3171,上海大学(中外合作办学专业),10,625
1584,一本,5,理工,3204,南京航空航天大学,64,650
1585,一本,5,理工,3217,南京财经大学,20,628
1586,一本,5,理工,3240,南京师范大学,5,646
1587,一本,5,理工,3271,苏州科技大学,27,591
1588,一本,5,理工,3306,浙江师范大学,29,612
1589,一本,5,理工,3314,中国计量大学,57,596
1590,一本,5,理工,3326,浙江大学医学院,6,691
1591,一本,5,理工,3520,厦门大学(医学护理类),16,663
1592,一本,5,理工,3601,南昌大学,99,649
1593,一本,5,理工,3683,南昌大学(中外合作办学专业),10,640
1594,一本,5,理工,3710,山东农业大学,25,567
1595,一本,5,理工,3741,山东大学威海分校,30,638
1596,一本,5,理工,4211,华中农业大学,94,627
1597,一本,5,理工,4214,湖北大学,65,592
1598,一本,5,理工,4219,中南财经政法大学,49,655
1599,一本,5,理工,42C6,三峡大学(中外合作办学),2,573
1600,一本,5,理工,4303,湖南大学,74,656
1601,一本,5,理工,4402,暨南大学,43,654
1602,一本,5,理工,4403,华南理工大学,93,667
1603,一本,5,理工,5001,重庆大学,127,658
1604,一本,5,理工,5003,重庆交通大学,85,612
1605,一本,5,理工,5005,西南大学,282,651
1606,一本,5,理工,5011,西南政法大学,30,658
1607,一本,5,理工,5018,西南大学(中外合作办学),22,603
1608,一本,5,理工,5049,西南大学(荣昌校区),62,596
1609,一本,5,理工,5062,重庆大学(中外合作办学专业),9,643
1610,一本,5,理工,5106,西南科技大学,71,598
1611,一本,5,理工,5310,曲靖师范学院,137,579
1612,一本,5,理工,5320,昆明学院,33,566
1613,一本,5,理工,5409,西藏民族大学,5,583
1614,一本,5,理工,6101,西北大学,43,622
1615,国家专项批,5,理工,3105,上海理工大学,5,611
1616,国家专项批,5,理工,3702,中国海洋大学,19,627
1617,国家专项批,5,理工,3704,青岛科技大学,30,602
1618,国家专项批,5,理工,5001,重庆大学,35,652
1619,一本,1,文史,3122,上海大学,5,637
1620,一本,1,文史,4309,湖南中医药大学,15,631
1621,一本,1,文史,5003,重庆交通大学,10,593
1622,一本,1,文史,5127,西南民族大学,23,611
1623,一本,5,理工,1202,天津大学,18,674
1624,一本,5,理工,2108,辽宁工程技术大学,90,573
1625,一本,5,理工,3159,上海对外经贸大学,28,626
1626,一本,5,理工,3216,中国药科大学,60,662
1627,一本,5,理工,35A0,厦门大学(马来西亚分校),9,614
1628,一本,5,理工,4203,武汉科技大学,82,608
1629,一本,5,理工,4305,湖南科技大学,81,584
1630,一本,5,理工,4309,湖南中医药大学,27,640
1631,一本,5,理工,5002,重庆邮电大学,93,617
1632,一本,1,文史,1133,北京体育大学,11,614
1633,一本,1,文史,1312,河北师范大学,17,589
1634,一本,1,文史,1316,石家庄铁道大学,4,578
1635,一本,1,文史,1501,内蒙古大学,15,598
1636,一本,1,文史,3118,华东政法大学,29,657
1637,一本,1,文史,3209,南京邮电大学,10,608
1638,一本,1,文史,3217,南京财经大学,20,619
1639,一本,1,文史,3301,浙江大学,2,664
1640,一本,1,文史,3306,浙江师范大学,26,617
1641,一本,1,文史,3325,宁波诺丁汉大学,16,603
1642,一本,1,文史,3369,宁波大学(中外合作办学专业),5,590
1643,一本,1,文史,3505,福建农林大学,3,571
1644,一本,1,文史,3726,青岛大学,20,611
1645,一本,1,文史,4155,河南师范大学,20,586
1646,一本,1,文史,4219,中南财经政法大学,49,643
1647,一本,1,文史,4221,中南民族大学,72,609
1648,一本,1,文史,4308,中南林业科技大学,17,584
1649,一本,1,文史,4310,湖南师范大学,13,623
1650,一本,1,文史,4328,湖南工业大学,21,577
1651,一本,1,文史,4405,广州中医药大学,8,636
1652,一本,1,文史,4501,广西大学,24,608
1653,一本,1,文史,5104,西南石油大学,6,591
1654,一本,1,文史,5301,云南大学,294,681
1655,一本,1,文史,5307,云南中医药大学,169,619
1656,一本,1,文史,5310,曲靖师范学院,201,584
1657,一本,1,文史,5317,玉溪师范学院,139,580
1658,一本,1,文史,53A1,云南大学(中外合作办学),65,598
1659,一本,1,文史,6130,西安邮电大学,3,606
1660,一本,1,文史,6229,兰州大学(护理学专业),4,588
1661,一本,5,理工,1104,北京交通大学,96,676
1662,一本,5,理工,1119,北京林业大学,60,646
1663,一本,5,理工,1123,北京第二外国语学院,12,622
1664,一本,5,理工,1204,天津工业大学,133,609
1665,一本,5,理工,1208,天津医科大学,30,667
1666,一本,5,理工,1209,天津中医药大学,71,635
1667,一本,5,理工,1213,天津商业大学,9,580
1668,一本,5,理工,1214,天津财经大学,66,618
1669,一本,5,理工,1216,河北工业大学,34,615
1670,一本,5,理工,1304,华北电力大学(保定),79,660
1671,一本,5,理工,1316,石家庄铁道大学,39,584
1672,一本,5,理工,1321,中国人民警察大学,11,641
1673,一本,5,理工,1501,内蒙古大学,45,585
1674,一本,5,理工,2101,辽宁大学,29,628
1675,一本,5,理工,2103,沈阳工业大学,20,583
1676,一本,5,理工,2104,沈阳航空航天大学,26,592
1677,一本,5,理工,2107,辽宁科技大学,18,550
1678,一本,5,理工,2111,大连交通大学,22,583
1679,一本,5,理工,2118,沈阳药科大学,36,607
1680,一本,5,理工,2123,东北财经大学,21,644
1681,一本,5,理工,2134,大连民族大学,19,549
1682,一本,5,理工,21A2,东北财经大学(中外合作办学专业),23,589
1683,一本,5,理工,2203,长春理工大学,50,622
1684,一本,5,理工,2209,长春中医药大学,28,572
1685,一本,5,理工,2301,黑龙江大学,54,563
1686,一本,5,理工,2310,哈尔滨医科大学,47,658
1687,一本,5,理工,3112,上海中医药大学,38,637
1688,一本,5,理工,3128,上海政法学院,44,622
1689,一本,5,理工,3162,上海师范大学,41,615
1690,一本,5,理工,3202,苏州大学,68,664
1691,一本,5,理工,3207,中国矿业大学,74,617
1692,一本,5,理工,3209,南京邮电大学,75,629
1693,一本,5,理工,3210,河海大学,104,643
1694,一本,5,理工,3212,南京林业大学,90,611
1695,一本,5,理工,3224,扬州大学,59,601
1696,一本,5,理工,3225,南京审计大学,51,628
1697,一本,5,理工,3252,南通大学,48,603
1698,一本,5,理工,3302,杭州电子科技大学,50,633
1699,一本,5,理工,3319,宁波大学,40,619
1700,一本,5,理工,3332,杭州师范大学,46,617
1701,一本,5,理工,3403,合肥工业大学,85,631
1702,一本,5,理工,3408,安徽师范大学,23,582
1703,一本,5,理工,3435,合肥工业大学(宣城校区),28,605
1704,一本,5,理工,3501,厦门大学,55,679
1705,一本,5,理工,3503,福州大学,47,628
1706,一本,5,理工,3505,福建农林大学,19,558
1707,一本,5,理工,3507,福建师范大学,66,614
1708,一本,5,理工,3528,福建医科大学,35,631
1709,一本,5,理工,3603,东华理工大学,27,553
1710,一本,5,理工,3605,江西理工大学,30,561
1711,一本,5,理工,3703,中国石油大学(华东),52,611
1712,一本,5,理工,3705,济南大学,33,566
1713,一本,5,理工,3715,山东师范大学,65,610
1714,一本,5,理工,3723,山东财经大学,70,596
1715,一本,5,理工,37A6,北京交通大学(威海校区),11,592
1716,一本,5,理工,4101,华北水利水电大学,55,575
1717,一本,5,理工,4106,河南科技大学,35,562
1718,一本,5,理工,4110,新乡医学院,30,598
1719,一本,5,理工,4111,河南大学,28,607
1720,一本,5,理工,4204,长江大学,34,577
1721,一本,5,理工,4205,武汉工程大学,83,589
1722,一本,5,理工,4209,武汉理工大学,76,637
1723,一本,5,理工,4221,中南民族大学,163,591
1724,一本,5,理工,4231,三峡大学,73,599
1725,一本,5,理工,4304,中南大学,141,683
1726,一本,5,理工,4306,长沙理工大学,54,601
1727,一本,5,理工,4308,中南林业科技大学,70,576
1728,一本,5,理工,4320,南华大学,92,602
1729,一本,5,理工,4401,中山大学,74,689
1730,一本,5,理工,4405,广州中医药大学,14,626
1731,一本,5,理工,4415,深圳大学,33,660
1732,一本,5,理工,4448,广东海洋大学,18,559
1733,一本,5,理工,4449,广州医科大学,13,646
1734,一本,5,理工,4450,广东医科大学,7,640
1735,一本,5,理工,4501,广西大学,77,617
1736,一本,5,理工,4505,广西医科大学,16,653
1737,一本,5,理工,4602,海南大学,126,621
1738,一本,5,理工,4622,海南大学(中外合作办学专业),5,546
1739,一本,5,理工,5010,四川外国语大学,21,614
1740,一本,5,理工,5101,四川大学,256,703
1741,一本,5,理工,5104,西南石油大学,44,585
1742,一本,5,理工,5105,成都理工大学,54,602
1743,一本,5,理工,5107,成都信息工程大学,44,591
1744,一本,5,理工,5113,西南医科大学,31,627
1745,一本,5,理工,5116,四川师范大学,46,616
1746,一本,5,理工,5127,西南民族大学,57,585
1747,一本,5,理工,5142,西南民族大学(少数民族计划),128,605
1748,一本,5,理工,51B0,西南交通大学(峨眉校区),61,620
1749,一本,5,理工,5201,贵州大学,43,599
1750,一本,5,理工,5301,云南大学,622,644
1751,一本,5,理工,5305,昆明医科大学,1,454
1752,一本,5,理工,5307,云南中医药大学,241,615
1753,一本,5,理工,53A1,云南大学(中外合作办学),105,606
1754,一本,5,理工,53L2,大理大学(医学类),405,612
1755,一本,5,理工,53P1,云南师范大学(定向西藏就业),10,557
1756,一本,5,理工,6107,西安建筑科技大学,50,635
1757,一本,5,理工,6108,西安科技大学,51,610
1758,一本,5,理工,6121,西安外国语大学,10,612
1759,一本,5,理工,61A1,陕西科技大学(中外合作办学),1,546
1760,一本,5,理工,6203,兰州交通大学,32,584
1761,国家专项批,1,文史,5301,云南大学,95,628
1762,国家专项批,1,文史,5302,昆明理工大学,20,595
1763,国家专项批,1,文史,5308,云南师范大学,185,622
1764,国家专项批,1,文史,5316,云南民族大学,45,581
1765,国家专项批,5,理工,1120,北京中医药大学,8,659
1766,国家专项批,5,理工,2106,东北大学,18,637
1767,国家专项批,5,理工,2115,沈阳农业大学,5,563
1768,国家专项批,5,理工,2123,东北财经大学,9,623
1769,国家专项批,5,理工,2210,东北师范大学,11,650
1770,国家专项批,5,理工,2309,东北林业大学,25,583
1771,国家专项批,5,理工,3113,华东师范大学,14,669
1772,国家专项批,5,理工,3147,上海电机学院,5,557
1773,国家专项批,5,理工,3203,东南大学,21,667
1774,国家专项批,5,理工,3302,杭州电子科技大学,20,631
1775,国家专项批,5,理工,3304,浙江理工大学,15,610
1776,国家专项批,5,理工,3305,温州医科大学,15,633
1777,国家专项批,5,理工,3306,浙江师范大学,10,616
1778,国家专项批,5,理工,3501,厦门大学,23,673
1779,国家专项批,5,理工,3507,福建师范大学,7,602
1780,国家专项批,5,理工,4304,中南大学,41,644
1781,国家专项批,5,理工,4402,暨南大学,16,642
1782,国家专项批,5,理工,4403,华南理工大学,33,654
1783,国家专项批,5,理工,5103,电子科技大学,32,694
1784,国家专项批,5,理工,5301,云南大学,205,622
1785,国家专项批,5,理工,5302,昆明理工大学,380,615
1786,国家专项批,5,理工,5308,云南师范大学,215,648
1787,国家专项批,5,理工,6518,塔里木大学,5,572
1788,地方专项批,1,文史,5301,云南大学,22,635
1789,地方专项批,1,文史,5310,曲靖师范学院,36,581
1790,地方专项批,1,文史,5314,云南财经大学,60,587
1791,地方专项批,5,理工,5301,云南大学,28,622
1792,地方专项批,5,理工,5302,昆明理工大学,60,603
1793,地方专项批,5,理工,5310,曲靖师范学院,34,578
1794,地方专项批,5,理工,5314,云南财经大学,60,592
1795,地方专项批,5,理工,5320,昆明学院,25,572
1796,一本,1,文史,2123,东北财经大学,6,628
1797,一本,1,文史,3252,南通大学,39,596
1798,一本,1,文史,5142,西南民族大学(少数民族计划),81,601
1799,一本,1,文史,5302,昆明理工大学,228,611
1800,一本,1,文史,5320,昆明学院,54,580
1801,一本,5,理工,1205,中国民航大学,145,651
1802,一本,5,理工,1305,华北理工大学,48,560
1803,一本,5,理工,2210,东北师范大学,17,638
1804,一本,5,理工,3213,江苏大学,184,614
1805,一本,5,理工,3214,南京信息工程大学,119,628
1806,一本,5,理工,3303,浙江工业大学,60,614
1807,一本,5,理工,3305,温州医科大学,55,658
1808,一本,5,理工,3502,华侨大学,82,604
1809,一本,5,理工,3506,集美大学,10,569
1810,一本,5,理工,3615,江西财经大学,34,626
1811,一本,5,理工,4328,湖南工业大学,126,573
1812,一本,5,理工,5302,昆明理工大学,2,580
1813,一本,5,理工,5317,玉溪师范学院,179,570
1814,一本,5,理工,5318,楚雄师范学院,105,578
1815,一本,5,理工,6122,西北政法大学,7,633
1816,一本,5,理工,9112,陆军军医大学,22,671
1817,一本,5,理工,9199,陆军军医大学(护理学专业),2,579
1818,一本,1,文史,2301,黑龙江大学,31,591
1819,一本,1,文史,5313,红河学院,114,563
1820,一本,1,文史,5316,云南民族大学,268,582
1821,一本,1,文史,53A2,昆明理工大学(中外合作办学专业),10,559
1822,一本,5,理工,1301,河北大学,43,600
1823,一本,5,理工,1317,燕山大学,60,602
1824,一本,5,理工,2114,沈阳建筑大学,25,598
1825,一本,5,理工,2115,沈阳农业大学,15,544
1826,一本,5,理工,2122,大连外国语大学,11,617
1827,一本,5,理工,21A9,大连民族大学(少数民族计划),47,617
1828,一本,5,理工,2202,延边大学,57,595
1829,一本,5,理工,2305,东北石油大学,50,555
1830,一本,5,理工,2308,东北农业大学,31,577
1831,一本,5,理工,2337,哈尔滨理工大学,40,587
1832,一本,5,理工,2375,东北林业大学(定向西藏就业),5,558
1833,一本,5,理工,3369,宁波大学(中外合作办学专业),4,580
1834,一本,5,理工,3405,安徽农业大学,12,560
1835,一本,5,理工,35A1,福州大学(地矿类专业),7,558
1836,一本,5,理工,3610,江西师范大学,90,589
1837,一本,5,理工,3726,青岛大学,72,602
1838,一本,5,理工,3727,烟台大学,65,575
1839,一本,5,理工,37A0,山东科技大学,92,586
1840,一本,5,理工,5114,成都中医药大学,35,627
1841,一本,5,理工,51C1,成都理工大学(宜宾),18,592
1842,一本,5,理工,5313,红河学院,117,559
1843,一本,5,理工,53A2,昆明理工大学(中外合作办学专业),10,540
