,录取批次,科类代码,科类名称,院校代码,院校名称,录取人数,最高分
0,提前本科批,1,文史,1102,中国人民大学,1,672
1,提前本科批,1,文史,1124,北京语言大学,5,624
2,提前本科批,1,文史,1140,中央民族大学,5,627
3,提前本科批,1,文史,1162,北京外国语大学,2,642
4,提前本科批,1,文史,1211,天津职业技术师范大学,5,595
5,提前本科批,1,文史,2210,东北师范大学,5,631
6,提前本科批,1,文史,3101,复旦大学,10,676
7,提前本科批,1,文史,3113,华东师范大学,8,663
8,提前本科批,1,文史,3116,上海海关学院,5,615
9,提前本科批,1,文史,3166,复旦大学医学院,5,627
10,提前本科批,1,文史,4213,华中师范大学,25,657
11,提前本科批,1,文史,4219,中南财经政法大学,1,608
12,提前本科批,1,文史,4494,香港中文大学(深圳),7,641
13,提前本科批,1,文史,44A5,北京师范大学(珠海校区),13,622
14,提前本科批,1,文史,5005,西南大学,48,648
15,提前本科批,1,文史,5010,四川外国语大学,6,621
16,提前本科批,1,文史,5011,西南政法大学,2,577
17,提前本科批,1,文史,6102,西安交通大学,4,641
18,提前本科批,1,文史,6115,陕西师范大学,22,646
19,提前本科批,1,文史,6121,西安外国语大学,6,601
20,提前本科批,1,文史,6122,西北政法大学,1,575
21,提前本科批,1,文史,6201,兰州大学,6,616
22,提前本科批,1,文史,8101,香港中文大学,5,651
23,提前本科批,1,文史,8102,香港城市大学,2,634
24,提前本科批,5,理工,1103,清华大学,5,710
25,提前本科批,5,理工,1121,北京师范大学,39,682
26,提前本科批,5,理工,1124,北京语言大学,6,635
27,提前本科批,5,理工,1140,中央民族大学,3,588
28,提前本科批,5,理工,1160,北京大学医学部,6,691
29,提前本科批,5,理工,1162,北京外国语大学,2,663
30,提前本科批,5,理工,1202,天津大学,17,664
31,提前本科批,5,理工,1212,天津外国语大学,1,551
32,提前本科批,5,理工,2210,东北师范大学,6,650
33,提前本科批,5,理工,3101,复旦大学,29,705
34,提前本科批,5,理工,3103,上海交通大学,20,690
35,提前本科批,5,理工,3106,上海海事大学,20,554
36,提前本科批,5,理工,3116,上海海关学院,5,628
37,提前本科批,5,理工,3166,复旦大学医学院,5,678
38,提前本科批,5,理工,3167,上海纽约大学,1,664
39,提前本科批,5,理工,3506,集美大学,28,527
40,提前本科批,5,理工,3729,山东交通学院,2,526
41,提前本科批,5,理工,4213,华中师范大学,39,671
42,提前本科批,5,理工,4304,中南大学,22,641
43,提前本科批,5,理工,4401,中山大学,3,632
44,提前本科批,5,理工,4456,广州航海学院,5,514
45,提前本科批,5,理工,4494,香港中文大学(深圳),8,680
46,提前本科批,5,理工,4496,南方科技大学,30,677
47,提前本科批,5,理工,44A5,北京师范大学(珠海校区),14,653
48,提前本科批,5,理工,4522,北部湾大学(原钦州学院更名),12,474
49,提前本科批,5,理工,5011,西南政法大学,2,626
50,提前本科批,5,理工,5103,电子科技大学,22,658
51,提前本科批,5,理工,5302,昆明理工大学,89,591
52,提前本科批,5,理工,6102,西安交通大学,18,673
53,提前本科批,5,理工,6112,长安大学,11,602
54,提前本科批,5,理工,6115,陕西师范大学,46,660
55,提前本科批,5,理工,6121,西安外国语大学,4,607
56,提前本科批,5,理工,6122,西北政法大学,1,546
57,提前本科批,5,理工,8101,香港中文大学,4,673
58,提前本科批,5,理工,8102,香港城市大学,3,626
59,提前本科批,1,文史,1101,北京大学,3,688
60,提前本科批,1,文史,1121,北京师范大学,25,664
61,提前本科批,1,文史,1212,天津外国语大学,1,584
62,提前本科批,1,文史,3408,安徽师范大学,1,543
63,提前本科批,1,文史,5320,昆明学院,58,610
64,提前本科批,5,理工,1101,北京大学,2,705
65,提前本科批,5,理工,1193,中央民族大学(定向西藏就业),1,553
66,提前本科批,5,理工,3113,华东师范大学,10,698
67,提前本科批,5,理工,3143,上海科技大学,7,677
68,提前本科批,5,理工,3536,泉州师范学院,1,444
69,提前本科批,5,理工,5005,西南大学,68,668
70,提前本科批,5,理工,5010,四川外国语大学,6,600
71,提前本科批,5,理工,5320,昆明学院,63,585
72,提前专项批,1,文史,1130,外交学院,2,633
73,提前专项批,5,理工,1130,外交学院,2,652
74,国家专项批,1,文史,1101,北京大学,5,683
75,国家专项批,1,文史,1102,中国人民大学,9,673
76,国家专项批,1,文史,1103,清华大学,1,683
77,国家专项批,1,文史,1106,北京航空航天大学,2,645
78,国家专项批,1,文史,1110,北京化工大学,2,612
79,国家专项批,1,文史,1121,北京师范大学,6,651
80,国家专项批,1,文史,1122,首都师范大学,4,613
81,国家专项批,1,文史,1124,北京语言大学,3,623
82,国家专项批,1,文史,1125,中国传媒大学,4,634
83,国家专项批,1,文史,1126,中央财经大学,4,634
84,国家专项批,1,文史,1127,对外经济贸易大学,6,638
85,国家专项批,1,文史,1129,首都经济贸易大学,4,621
86,国家专项批,1,文史,1134,中国社会科学院大学,3,628
87,国家专项批,1,文史,1142,华北电力大学(北京),2,610
88,国家专项批,1,文史,1144,中华女子学院,7,582
89,国家专项批,1,文史,1150,中国劳动关系学院,5,592
90,国家专项批,1,文史,1162,北京外国语大学,3,646
91,国家专项批,1,文史,1201,南开大学,7,654
92,国家专项批,1,文史,1213,天津商业大学,12,600
93,国家专项批,1,文史,1304,华北电力大学(保定),1,592
94,国家专项批,1,文史,2201,吉林大学,6,636
95,国家专项批,1,文史,2210,东北师范大学,8,627
96,国家专项批,1,文史,2308,东北农业大学,2,595
97,国家专项批,1,文史,3101,复旦大学,3,675
98,国家专项批,1,文史,3103,上海交通大学,4,660
99,国家专项批,1,文史,3113,华东师范大学,9,641
100,国家专项批,1,文史,3114,上海外国语大学,3,629
101,国家专项批,1,文史,3116,上海海关学院,1,612
102,国家专项批,1,文史,3118,华东政法大学,2,629
103,国家专项批,1,文史,3125,上海立信会计金融学院,1,605
104,国家专项批,1,文史,3128,上海政法学院,3,617
105,国家专项批,1,文史,3162,上海师范大学,2,614
106,国家专项批,1,文史,3201,南京大学,9,656
107,国家专项批,1,文史,3202,苏州大学,4,645
108,国家专项批,1,文史,3210,河海大学,6,614
109,国家专项批,1,文史,3214,南京信息工程大学,8,601
110,国家专项批,1,文史,3224,扬州大学,4,605
111,国家专项批,1,文史,3225,南京审计大学,2,613
112,国家专项批,1,文史,3306,浙江师范大学,5,602
113,国家专项批,1,文史,3338,浙江财经大学,1,608
114,国家专项批,1,文史,3501,厦门大学,3,647
115,国家专项批,1,文史,3502,华侨大学,4,591
116,国家专项批,1,文史,3503,福州大学,4,611
117,国家专项批,1,文史,3506,集美大学,2,601
118,国家专项批,1,文史,3507,福建师范大学,3,599
119,国家专项批,1,文史,3726,青岛大学,4,601
120,国家专项批,1,文史,3741,山东大学威海分校,14,623
121,国家专项批,1,文史,4201,武汉大学,6,646
122,国家专项批,1,文史,4213,华中师范大学,5,635
123,国家专项批,1,文史,4219,中南财经政法大学,11,640
124,国家专项批,1,文史,4304,中南大学,7,628
125,国家专项批,1,文史,4401,中山大学,2,637
126,国家专项批,1,文史,4402,暨南大学,12,628
127,国家专项批,1,文史,4603,海南师范大学,5,591
128,国家专项批,1,文史,5049,西南大学(荣昌校区),4,631
129,国家专项批,1,文史,5101,四川大学,10,635
130,国家专项批,1,文史,5102,西南交通大学,3,618
131,国家专项批,1,文史,51B0,西南交通大学(峨眉校区),1,576
132,国家专项批,1,文史,5304,西南林业大学,10,565
133,国家专项批,1,文史,5307,云南中医药大学,40,613
134,国家专项批,1,文史,6115,陕西师范大学,4,618
135,国家专项批,5,理工,1101,北京大学,6,700
136,国家专项批,5,理工,1102,中国人民大学,10,686
137,国家专项批,5,理工,1103,清华大学,16,713
138,国家专项批,5,理工,1104,北京交通大学,20,644
139,国家专项批,5,理工,1105,北京工业大学,4,628
140,国家专项批,5,理工,1106,北京航空航天大学,18,681
141,国家专项批,5,理工,1107,北京理工大学,20,666
142,国家专项批,5,理工,1110,北京化工大学,23,631
143,国家专项批,5,理工,1113,北京邮电大学,19,660
144,国家专项批,5,理工,1117,中国农业大学,24,645
145,国家专项批,5,理工,1121,北京师范大学,9,674
146,国家专项批,5,理工,1122,首都师范大学,7,617
147,国家专项批,5,理工,1124,北京语言大学,4,607
148,国家专项批,5,理工,1125,中国传媒大学,12,647
149,国家专项批,5,理工,1129,首都经济贸易大学,7,623
150,国家专项批,5,理工,1140,中央民族大学,14,646
151,国家专项批,5,理工,1144,中华女子学院,2,568
152,国家专项批,5,理工,1146,中国石油大学(北京),6,598
153,国家专项批,5,理工,1147,中国地质大学(北京),10,611
154,国家专项批,5,理工,1150,中国劳动关系学院,6,552
155,国家专项批,5,理工,1160,北京大学医学部,5,703
156,国家专项批,5,理工,1162,北京外国语大学,5,647
157,国家专项批,5,理工,1174,中国矿业大学(北京),6,601
158,国家专项批,5,理工,1186,中国科学院大学,5,698
159,国家专项批,5,理工,1201,南开大学,14,669
160,国家专项批,5,理工,1202,天津大学,26,671
161,国家专项批,5,理工,1206,天津理工大学,5,581
162,国家专项批,5,理工,1320,华北科技学院,10,562
163,国家专项批,5,理工,2101,辽宁大学,10,597
164,国家专项批,5,理工,2102,大连理工大学,20,640
165,国家专项批,5,理工,2108,辽宁工程技术大学,20,551
166,国家专项批,5,理工,2113,大连医科大学,2,650
167,国家专项批,5,理工,2116,中国医科大学,3,621
168,国家专项批,5,理工,2118,沈阳药科大学,10,573
169,国家专项批,5,理工,2196,大连理工大学(盘锦校区),10,613
170,国家专项批,5,理工,2308,东北农业大学,8,604
171,国家专项批,5,理工,3102,同济大学,30,674
172,国家专项批,5,理工,3104,华东理工大学,26,638
173,国家专项批,5,理工,3107,东华大学,21,626
174,国家专项批,5,理工,3114,上海外国语大学,5,646
175,国家专项批,5,理工,3115,上海财经大学,4,660
176,国家专项批,5,理工,3118,华东政法大学,3,618
177,国家专项批,5,理工,3122,上海大学,13,640
178,国家专项批,5,理工,3125,上海立信会计金融学院,4,619
179,国家专项批,5,理工,3128,上海政法学院,2,611
180,国家专项批,5,理工,3158,上海交通大学医学院,3,697
181,国家专项批,5,理工,3159,上海对外经贸大学,5,629
182,国家专项批,5,理工,3162,上海师范大学,3,596
183,国家专项批,5,理工,3201,南京大学,15,681
184,国家专项批,5,理工,3204,南京航空航天大学,25,646
185,国家专项批,5,理工,3205,南京理工大学,20,634
186,国家专项批,5,理工,3207,中国矿业大学,31,606
187,国家专项批,5,理工,3208,南京工业大学,8,584
188,国家专项批,5,理工,3209,南京邮电大学,5,628
189,国家专项批,5,理工,3212,南京林业大学,10,579
190,国家专项批,5,理工,3215,南京农业大学,24,594
191,国家专项批,5,理工,3224,扬州大学,4,593
192,国家专项批,5,理工,3225,南京审计大学,8,619
193,国家专项批,5,理工,3402,中国科学技术大学,10,688
194,国家专项批,5,理工,3502,华侨大学,18,590
195,国家专项批,5,理工,3503,福州大学,21,612
196,国家专项批,5,理工,3701,山东大学,15,644
197,国家专项批,5,理工,3726,青岛大学,14,598
198,国家专项批,5,理工,3743,哈尔滨工业大学(威海),15,649
199,国家专项批,5,理工,4206,中国地质大学(武汉),9,614
200,国家专项批,5,理工,4219,中南财经政法大学,14,631
201,国家专项批,5,理工,4435,哈尔滨工业大学(深圳),8,658
202,国家专项批,5,理工,4603,海南师范大学,5,578
203,国家专项批,5,理工,5110,中国民用航空飞行学院,10,587
204,国家专项批,5,理工,5142,西南民族大学(少数民族计划),14,588
205,国家专项批,5,理工,5307,云南中医药大学,80,606
206,国家专项批,5,理工,53L2,大理大学(医学类),140,608
207,国家专项批,5,理工,6503,石河子大学,7,590
208,提前本科批,1,文史,5020,西南大学(定向西藏就业),2,601
209,国家专项批,1,文史,1133,北京体育大学,8,614
210,国家专项批,1,文史,1141,中国政法大学,9,656
211,国家专项批,1,文史,2134,大连民族大学,8,591
212,国家专项批,1,文史,3115,上海财经大学,8,645
213,国家专项批,1,文史,4221,中南民族大学,7,600
214,国家专项批,1,文史,5124,西南财经大学,6,643
215,国家专项批,1,文史,5314,云南财经大学,60,600
216,国家专项批,1,文史,5320,昆明学院,50,579
217,国家专项批,1,文史,6208,西北民族大学,12,571
218,国家专项批,5,理工,1108,北京科技大学,17,639
219,国家专项批,5,理工,1109,北方工业大学,17,597
220,国家专项批,5,理工,1119,北京林业大学,19,621
221,国家专项批,5,理工,1126,中央财经大学,10,666
222,国家专项批,5,理工,1127,对外经济贸易大学,8,645
223,国家专项批,5,理工,1133,北京体育大学,6,592
224,国家专项批,5,理工,1141,中国政法大学,4,668
225,国家专项批,5,理工,1142,华北电力大学(北京),16,653
226,国家专项批,5,理工,1205,中国民航大学,15,626
227,国家专项批,5,理工,1208,天津医科大学,10,644
228,国家专项批,5,理工,1209,天津中医药大学,17,575
229,国家专项批,5,理工,1213,天津商业大学,13,584
230,国家专项批,5,理工,1304,华北电力大学(保定),17,633
231,国家专项批,5,理工,1321,中国人民警察大学,4,596
232,国家专项批,5,理工,1324,防灾科技学院,12,553
233,国家专项批,5,理工,1349,东北大学秦皇岛分校,18,623
234,国家专项批,5,理工,2103,沈阳工业大学,10,569
235,国家专项批,5,理工,2107,辽宁科技大学,10,564
236,国家专项批,5,理工,2111,大连交通大学,8,583
237,国家专项批,5,理工,2112,大连海事大学,15,599
238,国家专项批,5,理工,2114,沈阳建筑大学,10,571
239,国家专项批,5,理工,2134,大连民族大学,12,550
240,国家专项批,5,理工,2303,哈尔滨工程大学,22,623
241,国家专项批,5,理工,2310,哈尔滨医科大学,5,643
242,国家专项批,5,理工,3101,复旦大学,6,692
243,国家专项批,5,理工,3103,上海交通大学,18,699
244,国家专项批,5,理工,3116,上海海关学院,4,617
245,国家专项批,5,理工,3166,复旦大学医学院,8,692
246,国家专项批,5,理工,3202,苏州大学,13,640
247,国家专项批,5,理工,3206,江苏科技大学,10,581
248,国家专项批,5,理工,3210,河海大学,18,625
249,国家专项批,5,理工,3211,江南大学,24,622
250,国家专项批,5,理工,3213,江苏大学,8,596
251,国家专项批,5,理工,3252,南通大学,10,579
252,国家专项批,5,理工,3301,浙江大学,21,695
253,国家专项批,5,理工,3303,浙江工业大学,11,600
254,国家专项批,5,理工,3311,浙江工商大学,14,599
255,国家专项批,5,理工,3338,浙江财经大学,2,613
256,国家专项批,5,理工,3403,合肥工业大学,27,618
257,国家专项批,5,理工,3435,合肥工业大学(宣城校区),10,619
258,国家专项批,5,理工,3506,集美大学,7,572
259,国家专项批,5,理工,3539,闽南师范大学,8,580
260,国家专项批,5,理工,3703,中国石油大学(华东),23,605
261,国家专项批,5,理工,3727,烟台大学,30,597
262,国家专项批,5,理工,3741,山东大学威海分校,18,641
263,国家专项批,5,理工,4201,武汉大学,22,676
264,国家专项批,5,理工,4202,华中科技大学,35,679
265,国家专项批,5,理工,4209,武汉理工大学,42,629
266,国家专项批,5,理工,4211,华中农业大学,24,611
267,国家专项批,5,理工,4213,华中师范大学,20,657
268,国家专项批,5,理工,4221,中南民族大学,16,582
269,国家专项批,5,理工,4303,湖南大学,33,653
270,国家专项批,5,理工,4401,中山大学,38,660
271,国家专项批,5,理工,4450,广东医科大学,35,646
272,国家专项批,5,理工,5049,西南大学(荣昌校区),43,615
273,国家专项批,5,理工,5101,四川大学,34,659
274,国家专项批,5,理工,5124,西南财经大学,13,649
275,国家专项批,5,理工,5305,昆明医科大学,170,649
276,国家专项批,5,理工,5316,云南民族大学,75,565
277,国家专项批,5,理工,5320,昆明学院,60,577
278,国家专项批,5,理工,6102,西安交通大学,29,669
279,国家专项批,5,理工,6103,西北工业大学,23,649
280,国家专项批,5,理工,6112,长安大学,30,610
281,国家专项批,5,理工,6113,西北农林科技大学,26,611
282,国家专项批,5,理工,6115,陕西师范大学,19,648
283,国家专项批,5,理工,6208,西北民族大学,7,571
284,国家专项批,1,文史,2123,东北财经大学,9,622
285,国家专项批,1,文史,3209,南京邮电大学,3,601
286,国家专项批,1,文史,4425,广东外语外贸大学,9,618
287,国家专项批,1,文史,5142,西南民族大学(少数民族计划),19,603
288,国家专项批,5,理工,1212,天津外国语大学,17,608
289,国家专项批,5,理工,2201,吉林大学,44,640
290,国家专项批,5,理工,3216,中国药科大学,15,622
291,国家专项批,5,理工,3505,福建农林大学,14,567
292,国家专项批,5,理工,4425,广东外语外贸大学,11,620
293,国家专项批,5,理工,5102,西南交通大学,24,637
294,国家专项批,5,理工,51B0,西南交通大学(峨眉校区),11,615
295,国家专项批,5,理工,5314,云南财经大学,60,600
296,国家专项批,5,理工,6105,西安电子科技大学,26,643
297,国家专项批,5,理工,6201,兰州大学,23,638
298,地方专项批,1,文史,5302,昆明理工大学,10,582
299,地方专项批,1,文史,5304,西南林业大学,4,570
300,地方专项批,1,文史,5307,云南中医药大学,5,598
301,地方专项批,1,文史,5320,昆明学院,15,577
302,地方专项批,5,理工,5305,昆明医科大学,20,639
303,地方专项批,5,理工,5307,云南中医药大学,5,589
304,地方专项批,5,理工,5316,云南民族大学,12,567
305,地方专项批,5,理工,53L2,大理大学(医学类),10,609
306,提前本科批,1,文史,53S1,红河学院(少数民族语言文学专业),12,503
307,提前本科批,1,文史,53S2,云南民族大学(中国少数民族语言文学专业),176,570
308,提前本科批,5,理工,53S1,红河学院(少数民族语言文学专业),8,472
309,提前本科批,5,理工,53S2,云南民族大学(中国少数民族语言文学专业),86,531
310,国家专项批,5,理工,2302,哈尔滨工业大学,17,659
311,地方专项批,1,文史,5316,云南民族大学,8,582
312,一本,1,文史,1110,北京化工大学,8,618
313,一本,1,文史,1120,北京中医药大学,2,633
314,一本,1,文史,1125,中国传媒大学,12,649
315,一本,1,文史,1131,中国人民公安大学,3,619
316,一本,1,文史,1134,中国社会科学院大学,18,650
317,一本,1,文史,1144,中华女子学院,4,589
318,一本,1,文史,1148,北京联合大学,6,600
319,一本,1,文史,1212,天津外国语大学,43,613
320,一本,1,文史,1235,南开大学(民族班),3,649
321,一本,1,文史,1265,天津外国语大学(中外合作办学专业),2,582
322,一本,1,文史,1402,中北大学,5,581
323,一本,1,文史,2311,黑龙江中医药大学,6,608
324,一本,1,文史,3102,同济大学,17,660
325,一本,1,文史,3103,上海交通大学,1,676
326,一本,1,文史,3115,上海财经大学,7,667
327,一本,1,文史,3201,南京大学,8,667
328,一本,1,文史,3215,南京农业大学,6,620
329,一本,1,文史,3403,合肥工业大学,8,604
330,一本,1,文史,3410,安徽财经大学,8,601
331,一本,1,文史,3435,合肥工业大学(宣城校区),6,596
332,一本,1,文史,3502,华侨大学,25,602
333,一本,1,文史,3715,山东师范大学,45,606
334,一本,1,文史,3727,烟台大学,15,596
335,一本,1,文史,4213,华中师范大学,4,620
336,一本,1,文史,4425,广东外语外贸大学,14,620
337,一本,1,文史,4604,海南医学院,3,595
338,一本,1,文史,5001,重庆大学,16,647
339,一本,1,文史,5010,四川外国语大学,19,619
340,一本,1,文史,5101,四川大学,35,650
341,一本,1,文史,5114,成都中医药大学,5,610
342,一本,1,文史,5116,四川师范大学,28,617
343,一本,1,文史,5304,西南林业大学,10,573
344,一本,1,文史,53P1,云南师范大学(定向西藏就业),5,593
345,一本,1,文史,6102,西安交通大学,2,612
346,一本,1,文史,6114,陕西中医药大学,4,597
347,一本,1,文史,6401,宁夏大学,12,596
348,一本,5,理工,1112,北京服装学院,8,583
349,一本,5,理工,1125,中国传媒大学,26,667
350,一本,5,理工,1134,中国社会科学院大学,5,658
351,一本,5,理工,1146,中国石油大学(北京),24,617
352,一本,5,理工,1148,北京联合大学,10,584
353,一本,5,理工,1187,中国地质大学(北京)(民族班),6,598
354,一本,5,理工,1235,南开大学(民族班),3,669
355,一本,5,理工,1309,河北医科大学,8,643
356,一本,5,理工,2113,大连医科大学,6,653
357,一本,5,理工,2116,中国医科大学,7,659
358,一本,5,理工,2303,哈尔滨工程大学,43,633
359,一本,5,理工,2311,黑龙江中医药大学,20,598
360,一本,5,理工,3103,上海交通大学,4,713
361,一本,5,理工,3115,上海财经大学,31,691
362,一本,5,理工,3150,上海第二工业大学,22,580
363,一本,5,理工,3201,南京大学,28,694
364,一本,5,理工,3205,南京理工大学,33,639
365,一本,5,理工,3215,南京农业大学,87,616
366,一本,5,理工,3410,安徽财经大学,12,599
367,一本,5,理工,3714,中国石油大学(华东)(民族班),2,585
368,一本,5,理工,4213,华中师范大学,6,638
369,一本,5,理工,4245,武汉大学(民族班),10,668
370,一本,5,理工,4604,海南医学院,22,608
371,一本,5,理工,5004,重庆医科大学,34,670
372,一本,5,理工,5109,西华大学,20,567
373,一本,5,理工,5162,成都医学院,25,611
374,一本,5,理工,5172,电子科技大学(沙河校区),5,669
375,一本,5,理工,51A0,四川大学(护理学专业),10,606
376,一本,5,理工,51A2,西南交通大学(中外合作办学专业),8,613
377,一本,5,理工,53L1,昆明理工大学(医学类),92,607
378,一本,5,理工,6114,陕西中医药大学,11,595
379,一本,5,理工,6175,西安交通大学(定向专业),2,665
380,一本,1,文史,1101,北京大学,11,701
381,一本,1,文史,1102,中国人民大学,31,683
382,一本,1,文史,1104,北京交通大学,7,632
383,一本,1,文史,1105,北京工业大学,4,620
384,一本,1,文史,1107,北京理工大学,6,641
385,一本,1,文史,1108,北京科技大学,12,630
386,一本,1,文史,1114,北京印刷学院,2,595
387,一本,1,文史,1115,北京建筑大学,2,595
388,一本,1,文史,1119,北京林业大学,10,622
389,一本,1,文史,1122,首都师范大学,4,619
390,一本,1,文史,1124,北京语言大学,14,633
391,一本,1,文史,1126,中央财经大学,16,665
392,一本,1,文史,1127,对外经济贸易大学,19,660
393,一本,1,文史,1140,中央民族大学,37,643
394,一本,1,文史,1141,中国政法大学,22,666
395,一本,1,文史,1142,华北电力大学(北京),7,622
396,一本,1,文史,1162,北京外国语大学,11,657
397,一本,1,文史,1163,中国戏曲学院,2,576
398,一本,1,文史,1174,中国矿业大学(北京),4,610
399,一本,1,文史,1190,北京语言大学(民族班),2,606
400,一本,1,文史,1201,南开大学,24,662
401,一本,1,文史,1204,天津工业大学,19,590
402,一本,1,文史,1205,中国民航大学,8,605
403,一本,1,文史,1210,天津师范大学,42,611
404,一本,1,文史,1213,天津商业大学,8,596
405,一本,1,文史,1214,天津财经大学,32,613
406,一本,1,文史,1216,河北工业大学,6,603
407,一本,1,文史,1301,河北大学,17,600
408,一本,1,文史,1304,华北电力大学(保定),10,606
409,一本,1,文史,1305,华北理工大学,6,578
410,一本,1,文史,1415,山西中医药大学,2,625
411,一本,1,文史,1434,山西大学,10,592
412,一本,1,文史,2101,辽宁大学,17,616
413,一本,1,文史,2106,东北大学,8,632
414,一本,1,文史,2112,大连海事大学,11,624
415,一本,1,文史,2122,大连外国语大学,19,610
416,一本,1,文史,2201,吉林大学,6,638
417,一本,1,文史,2202,延边大学,23,595
418,一本,1,文史,2203,长春理工大学,10,581
419,一本,1,文史,2209,长春中医药大学,12,608
420,一本,1,文史,2308,东北农业大学,9,585
421,一本,1,文史,2309,东北林业大学,13,597
422,一本,1,文史,2310,哈尔滨医科大学,8,594
423,一本,1,文史,3106,上海海事大学,12,606
424,一本,1,文史,3109,上海应用技术大学,6,590
425,一本,1,文史,3111,上海海洋大学,17,601
426,一本,1,文史,3113,华东师范大学,14,655
427,一本,1,文史,3114,上海外国语大学,6,643
428,一本,1,文史,3125,上海立信会计金融学院,5,625
429,一本,1,文史,3159,上海对外经贸大学,13,625
430,一本,1,文史,3162,上海师范大学,34,618
431,一本,1,文史,3169,上海海洋大学(中外合作办学专业),3,589
432,一本,1,文史,3172,上海师范大学(中外合作办学专业),8,595
433,一本,1,文史,3173,华东理工大学(民族班),2,622
434,一本,1,文史,3202,苏州大学,18,638
435,一本,1,文史,3206,江苏科技大学,5,594
436,一本,1,文史,3207,中国矿业大学,7,607
437,一本,1,文史,3208,南京工业大学,7,591
438,一本,1,文史,3210,河海大学,9,625
439,一本,1,文史,3211,江南大学,9,620
440,一本,1,文史,3212,南京林业大学,4,597
441,一本,1,文史,3213,江苏大学,25,611
442,一本,1,文史,3214,南京信息工程大学,10,598
443,一本,1,文史,3224,扬州大学,12,606
444,一本,1,文史,3230,中国人民大学(苏州校区),1,648
445,一本,1,文史,3271,苏州科技大学,12,585
446,一本,1,文史,32G0,南京中医药大学,6,612
447,一本,1,文史,3311,浙江工商大学,21,609
448,一本,1,文史,3314,中国计量大学,3,598
449,一本,1,文史,3319,宁波大学,8,611
450,一本,1,文史,3332,杭州师范大学,19,607
451,一本,1,文史,3338,浙江财经大学,9,610
452,一本,1,文史,3372,浙江大学(民族班),4,663
453,一本,1,文史,33A6,浙江财经大学(中外合作办学),4,589
454,一本,1,文史,3401,安徽大学,13,620
455,一本,1,文史,3405,安徽农业大学,2,570
456,一本,1,文史,3408,安徽师范大学,13,597
457,一本,1,文史,3501,厦门大学,19,658
458,一本,1,文史,3507,福建师范大学,25,609
459,一本,1,文史,35A0,厦门大学(马来西亚分校),4,604
460,一本,1,文史,3608,江西中医药大学,3,580
461,一本,1,文史,3610,江西师范大学,43,605
462,一本,1,文史,3701,山东大学,20,639
463,一本,1,文史,3702,中国海洋大学,13,632
464,一本,1,文史,3710,山东农业大学,2,577
465,一本,1,文史,3723,山东财经大学,50,595
466,一本,1,文史,3741,山东大学威海分校,12,628
467,一本,1,文史,3775,中国海洋大学(中外合作办学专业),4,614
468,一本,1,文史,37A0,山东科技大学,8,593
469,一本,1,文史,4102,郑州大学,27,626
470,一本,1,文史,4202,华中科技大学,11,647
471,一本,1,文史,4203,武汉科技大学,13,595
472,一本,1,文史,4206,中国地质大学(武汉),11,617
473,一本,1,文史,4209,武汉理工大学,13,618
474,一本,1,文史,4211,华中农业大学,14,617
475,一本,1,文史,4214,湖北大学,26,603
476,一本,1,文史,4301,湘潭大学,45,607
477,一本,1,文史,4303,湖南大学,9,645
478,一本,1,文史,4304,中南大学,13,642
479,一本,1,文史,4305,湖南科技大学,15,589
480,一本,1,文史,4306,长沙理工大学,8,597
481,一本,1,文史,4320,南华大学,7,583
482,一本,1,文史,4401,中山大学,32,666
483,一本,1,文史,4411,中山大学(民族班),4,647
484,一本,1,文史,4415,深圳大学,15,625
485,一本,1,文史,4429,南方医科大学,7,612
486,一本,1,文史,4442,北京师范大学-香港浸会大学联合国际学院,11,593
487,一本,1,文史,4443,广州大学,13,602
488,一本,1,文史,4602,海南大学,37,612
489,一本,1,文史,4622,海南大学(中外合作办学专业),3,569
490,一本,1,文史,5011,西南政法大学,33,641
491,一本,1,文史,5015,重庆工商大学,22,612
492,一本,1,文史,50A1,西南政法大学(中外合作办学专业),5,624
493,一本,1,文史,5102,西南交通大学,5,625
494,一本,1,文史,5105,成都理工大学,15,605
495,一本,1,文史,5107,成都信息工程大学,12,579
496,一本,1,文史,5109,西华大学,10,584
497,一本,1,文史,5124,西南财经大学,31,647
498,一本,1,文史,51B0,西南交通大学(峨眉校区),6,611
499,一本,1,文史,51C1,成都理工大学(宜宾),3,580
500,一本,1,文史,5201,贵州大学,7,603
501,一本,1,文史,5306,大理大学,10,570
502,一本,1,文史,6101,西北大学,18,620
503,一本,1,文史,6103,西北工业大学,3,626
504,一本,1,文史,6112,长安大学,9,612
505,一本,1,文史,6113,西北农林科技大学,9,618
506,一本,1,文史,6122,西北政法大学,34,623
507,一本,1,文史,6201,兰州大学,16,629
508,一本,1,文史,6227,兰州大学(民族班),2,618
509,一本,1,文史,6501,新疆大学,14,592
510,一本,5,理工,1105,北京工业大学,16,634
511,一本,5,理工,1108,北京科技大学,54,653
512,一本,5,理工,1110,北京化工大学,52,639
513,一本,5,理工,1111,北京工商大学,26,603
514,一本,5,理工,1115,北京建筑大学,13,618
515,一本,5,理工,1117,中国农业大学,64,655
516,一本,5,理工,1120,北京中医药大学,43,690
517,一本,5,理工,1124,北京语言大学,19,635
518,一本,5,理工,1126,中央财经大学,47,677
519,一本,5,理工,1127,对外经济贸易大学,21,683
520,一本,5,理工,1129,首都经济贸易大学,12,629
521,一本,5,理工,1133,北京体育大学,17,609
